t;m;Vx;Vy;x;y;H;V;vartheta;theta;alpha;Mach;q;X;Y;Mz;omega;stage
699.1000;620.000;5596.6679;-1143.9594;3775891.885;583329.896;1542284.010;5712.3844;-11.5521;-11.5521;0.0000;20.86431;0.0000;0.000;0.000;0.000;0.000000;4
699.2000;620.000;5596.3642;-1144.5188;3776451.536;583215.472;1542450.514;5712.1988;-11.5582;-11.5582;0.0000;20.86363;0.0000;0.000;0.000;0.000;0.000000;4
699.3000;620.000;5596.0604;-1145.0781;3777011.157;583100.992;1542616.992;5712.0133;-11.5644;-11.5644;0.0000;20.86295;0.0000;0.000;0.000;0.000;0.000000;4
699.4000;620.000;5595.7566;-1145.6374;3777570.748;582986.457;1542783.444;5711.8278;-11.5705;-11.5705;0.0000;20.86227;0.0000;0.000;0.000;0.000;0.000000;4
699.5000;620.000;5595.4528;-1146.1966;3778130.309;582871.865;1542949.870;5711.6424;-11.5766;-11.5766;0.0000;20.86160;0.0000;0.000;0.000;0.000;0.000000;4
699.6000;620.000;5595.1490;-1146.7558;3778689.839;582757.217;1543116.270;5711.4570;-11.5827;-11.5827;0.0000;20.86092;0.0000;0.000;0.000;0.000;0.000000;4
699.7000;620.000;5594.8451;-1147.3150;3779249.339;582642.514;1543282.644;5711.2716;-11.5888;-11.5888;0.0000;20.86024;0.0000;0.000;0.000;0.000;0.000000;4
699.8000;620.000;5594.5412;-1147.8741;3779808.808;582527.754;1543448.992;5711.0862;-11.5949;-11.5949;0.0000;20.85956;0.0000;0.000;0.000;0.000;0.000000;4
699.9000;620.000;5594.2373;-1148.4332;3780368.247;582412.939;1543615.315;5710.9009;-11.6010;-11.6010;0.0000;20.85889;0.0000;0.000;0.000;0.000;0.000000;4
700.0000;620.000;5593.9333;-1148.9922;3780927.655;582298.068;1543781.611;5710.7156;-11.6071;-11.6071;0.0000;20.85821;0.0000;0.000;0.000;0.000;0.000000;4
700.1000;620.000;5593.6293;-1149.5512;3781487.033;582183.141;1543947.882;5710.5304;-11.6132;-11.6132;0.0000;20.85753;0.0000;0.000;0.000;0.000;0.000000;4
700.2000;620.000;5593.3253;-1150.1101;3782046.381;582068.158;1544114.126;5710.3451;-11.6193;-11.6193;0.0000;20.85686;0.0000;0.000;0.000;0.000;0.000000;4
700.3000;620.000;5593.0213;-1150.6690;3782605.698;581953.119;1544280.345;5710.1599;-11.6254;-11.6254;0.0000;20.85618;0.0000;0.000;0.000;0.000;0.000000;4
700.4000;620.000;5592.7173;-1151.2278;3783164.985;581838.024;1544446.538;5709.9748;-11.6315;-11.6315;0.0000;20.85550;0.0000;0.000;0.000;0.000;0.000000;4
700.5000;620.000;5592.4132;-1151.7866;3783724.242;581722.873;1544612.705;5709.7896;-11.6376;-11.6376;0.0000;20.85483;0.0000;0.000;0.000;0.000;0.000000;4
700.6000;620.000;5592.1091;-1152.3454;3784283.468;581607.666;1544778.845;5709.6045;-11.6437;-11.6437;0.0000;20.85415;0.0000;0.000;0.000;0.000;0.000000;4
700.7000;620.000;5591.8050;-1152.9041;3784842.664;581492.404;1544944.960;5709.4195;-11.6499;-11.6499;0.0000;20.85348;0.0000;0.000;0.000;0.000;0.000000;4
700.8000;620.000;5591.5008;-1153.4628;3785401.829;581377.086;1545111.049;5709.2344;-11.6560;-11.6560;0.0000;20.85280;0.0000;0.000;0.000;0.000;0.000000;4
700.9000;620.000;5591.1966;-1154.0214;3785960.964;581261.711;1545277.113;5709.0494;-11.6621;-11.6621;0.0000;20.85212;0.0000;0.000;0.000;0.000;0.000000;4
701.0000;620.000;5590.8924;-1154.5800;3786520.068;581146.281;1545443.150;5708.8644;-11.6682;-11.6682;0.0000;20.85145;0.0000;0.000;0.000;0.000;0.000000;4
701.1000;620.000;5590.5882;-1155.1385;3787079.142;581030.795;1545609.161;5708.6795;-11.6743;-11.6743;0.0000;20.85077;0.0000;0.000;0.000;0.000;0.000000;4
701.2000;620.000;5590.2839;-1155.6970;3787638.186;580915.254;1545775.147;5708.4945;-11.6804;-11.6804;0.0000;20.85010;0.0000;0.000;0.000;0.000;0.000000;4
701.3000;620.000;5589.9796;-1156.2554;3788197.199;580799.656;1545941.106;5708.3096;-11.6865;-11.6865;0.0000;20.84942;0.0000;0.000;0.000;0.000;0.000000;4
701.4000;620.000;5589.6753;-1156.8138;3788756.182;580684.003;1546107.040;5708.1248;-11.6926;-11.6926;0.0000;20.84875;0.0000;0.000;0.000;0.000;0.000000;4
701.5000;620.000;5589.3710;-1157.3722;3789315.134;580568.293;1546272.947;5707.9400;-11.6987;-11.6987;0.0000;20.84807;0.0000;0.000;0.000;0.000;0.000000;4
701.6000;620.000;5589.0666;-1157.9305;3789874.056;580452.528;1546438.829;5707.7552;-11.7048;-11.7048;0.0000;20.84740;0.0000;0.000;0.000;0.000;0.000000;4
701.7000;620.000;5588.7622;-1158.4888;3790432.948;580336.707;1546604.685;5707.5704;-11.7109;-11.7109;0.0000;20.84672;0.0000;0.000;0.000;0.000;0.000000;4
701.8000;620.000;5588.4578;-1159.0470;3790991.809;580220.830;1546770.515;5707.3856;-11.7170;-11.7170;0.0000;20.84605;0.0000;0.000;0.000;0.000;0.000000;4
701.9000;620.000;5588.1534;-1159.6052;3791550.639;580104.898;1546936.319;5707.2009;-11.7231;-11.7231;0.0000;20.84537;0.0000;0.000;0.000;0.000;0.000000;4
702.0000;620.000;5587.8489;-1160.1633;3792109.439;579988.909;1547102.097;5707.0163;-11.7293;-11.7293;0.0000;20.84470;0.0000;0.000;0.000;0.000;0.000000;4
702.1000;620.000;5587.5444;-1160.7214;3792668.209;579872.865;1547267.849;5706.8316;-11.7354;-11.7354;0.0000;20.84402;0.0000;0.000;0.000;0.000;0.000000;4
702.2000;620.000;5587.2399;-1161.2794;3793226.948;579756.765;1547433.575;5706.6470;-11.7415;-11.7415;0.0000;20.84335;0.0000;0.000;0.000;0.000;0.000000;4
702.3000;620.000;5586.9354;-1161.8374;3793785.657;579640.609;1547599.276;5706.4624;-11.7476;-11.7476;0.0000;20.84268;0.0000;0.000;0.000;0.000;0.000000;4
702.4000;620.000;5586.6308;-1162.3954;3794344.335;579524.398;1547764.950;5706.2778;-11.7537;-11.7537;0.0000;20.84200;0.0000;0.000;0.000;0.000;0.000000;4
702.5000;620.000;5586.3262;-1162.9533;3794902.983;579408.130;1547930.599;5706.0933;-11.7598;-11.7598;0.0000;20.84133;0.0000;0.000;0.000;0.000;0.000000;4
702.6000;620.000;5586.0216;-1163.5112;3795461.600;579291.807;1548096.221;5705.9088;-11.7659;-11.7659;0.0000;20.84065;0.0000;0.000;0.000;0.000;0.000000;4
702.7000;620.000;5585.7170;-1164.0690;3796020.187;579175.428;1548261.818;5705.7244;-11.7720;-11.7720;0.0000;20.83998;0.0000;0.000;0.000;0.000;0.000000;4
702.8000;620.000;5585.4123;-1164.6268;3796578.744;579058.993;1548427.389;5705.5399;-11.7781;-11.7781;0.0000;20.83931;0.0000;0.000;0.000;0.000;0.000000;4
702.9000;620.000;5585.1076;-1165.1845;3797137.270;578942.503;1548592.934;5705.3555;-11.7842;-11.7842;0.0000;20.83863;0.0000;0.000;0.000;0.000;0.000000;4
703.0000;620.000;5584.8029;-1165.7422;3797695.765;578825.956;1548758.453;5705.1712;-11.7903;-11.7903;0.0000;20.83796;0.0000;0.000;0.000;0.000;0.000000;4
703.1000;620.000;5584.4981;-1166.2998;3798254.230;578709.354;1548923.946;5704.9868;-11.7964;-11.7964;0.0000;20.83729;0.0000;0.000;0.000;0.000;0.000000;4
703.2000;620.000;5584.1933;-1166.8574;3798812.665;578592.696;1549089.413;5704.8025;-11.8025;-11.8025;0.0000;20.83661;0.0000;0.000;0.000;0.000;0.000000;4
703.3000;620.000;5583.8886;-1167.4150;3799371.069;578475.983;1549254.854;5704.6182;-11.8087;-11.8087;0.0000;20.83594;0.0000;0.000;0.000;0.000;0.000000;4
703.4000;620.000;5583.5837;-1167.9725;3799929.443;578359.213;1549420.269;5704.4340;-11.8148;-11.8148;0.0000;20.83527;0.0000;0.000;0.000;0.000;0.000000;4
703.5000;620.000;5583.2789;-1168.5300;3800487.786;578242.388;1549585.659;5704.2498;-11.8209;-11.8209;0.0000;20.83459;0.0000;0.000;0.000;0.000;0.000000;4
703.6000;620.000;5582.9740;-1169.0874;3801046.098;578125.507;1549751.022;5704.0656;-11.8270;-11.8270;0.0000;20.83392;0.0000;0.000;0.000;0.000;0.000000;4
703.7000;620.000;5582.6691;-1169.6448;3801604.381;578008.571;1549916.360;5703.8814;-11.8331;-11.8331;0.0000;20.83325;0.0000;0.000;0.000;0.000;0.000000;4
703.8000;620.000;5582.3642;-1170.2021;3802162.632;577891.578;1550081.672;5703.6973;-11.8392;-11.8392;0.0000;20.83258;0.0000;0.000;0.000;0.000;0.000000;4
703.9000;620.000;5582.0592;-1170.7594;3802720.853;577774.530;1550246.957;5703.5132;-11.8453;-11.8453;0.0000;20.83190;0.0000;0.000;0.000;0.000;0.000000;4
704.0000;620.000;5581.7542;-1171.3167;3803279.044;577657.426;1550412.217;5703.3291;-11.8514;-11.8514;0.0000;20.83123;0.0000;0.000;0.000;0.000;0.000000;4
704.1000;620.000;5581.4492;-1171.8739;3803837.204;577540.267;1550577.451;5703.1451;-11.8575;-11.8575;0.0000;20.83056;0.0000;0.000;0.000;0.000;0.000000;4
704.2000;620.000;5581.1442;-1172.4310;3804395.334;577423.052;1550742.659;5702.9611;-11.8636;-11.8636;0.0000;20.82989;0.0000;0.000;0.000;0.000;0.000000;4
704.3000;620.000;5580.8392;-1172.9881;3804953.433;577305.781;1550907.842;5702.7771;-11.8697;-11.8697;0.0000;20.82922;0.0000;0.000;0.000;0.000;0.000000;4
704.4000;620.000;5580.5341;-1173.5452;3805511.502;577188.454;1551072.998;5702.5932;-11.8758;-11.8758;0.0000;20.82854;0.0000;0.000;0.000;0.000;0.000000;4
704.5000;620.000;5580.2290;-1174.1022;3806069.540;577071.072;1551238.128;5702.4093;-11.8819;-11.8819;0.0000;20.82787;0.0000;0.000;0.000;0.000;0.000000;4
