t, с;m, кг;V_x, м/с;V_y, м/с;x, м;y, м;h, м;V, м/с;theta, град.;Theta, град.;Theta_с, град.;alpha, град.;phi, град.
9.70000000;2976.25755814;0.00000000;11.58861742;0.00000000;1738056.02842272;56.02842272;11.58861742;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
9.80000000;2976.01279070;0.00000000;11.70922887;0.00000000;1738057.19331484;57.19331484;11.70922887;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
9.90000000;2975.76802326;0.00000000;11.82986381;0.00000000;1738058.37026928;58.37026928;11.82986381;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
10.00000000;2975.52325581;0.00000000;11.95052225;0.00000000;1738059.55928839;59.55928839;11.95052225;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
10.10000000;2975.27848837;0.00000000;12.07120418;0.00000000;1738060.76037451;60.76037451;12.07120418;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
10.20000000;2975.03372093;0.00000000;12.19190962;0.00000000;1738061.97353001;61.97353001;12.19190962;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
10.30000000;2974.78895349;0.00000000;12.31263858;0.00000000;1738063.19875722;63.19875722;12.31263858;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
10.40000000;2974.54418605;0.00000000;12.43339105;0.00000000;1738064.43605850;64.43605850;12.43339105;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
10.50000000;2974.29941860;0.00000000;12.55416705;0.00000000;1738065.68543621;65.68543621;12.55416705;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
10.60000000;2974.05465116;0.00000000;12.67496658;0.00000000;1738066.94689270;66.94689270;12.67496658;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
10.70000000;2973.80988372;0.00000000;12.79578965;0.00000000;1738068.22043031;68.22043031;12.79578965;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
10.80000000;2973.56511628;0.00000000;12.91663626;0.00000000;1738069.50605141;69.50605141;12.91663626;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
10.90000000;2973.32034884;0.00000000;13.03750642;0.00000000;1738070.80375835;70.80375835;13.03750642;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
11.00000000;2973.07558140;0.00000000;13.15840013;0.00000000;1738072.11355348;72.11355348;13.15840013;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
11.10000000;2972.83081395;0.00000000;13.27931741;0.00000000;1738073.43543916;73.43543916;13.27931741;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
11.20000000;2972.58604651;0.00000000;13.40025826;0.00000000;1738074.76941775;74.76941775;13.40025826;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
11.30000000;2972.34127907;0.00000000;13.52122268;0.00000000;1738076.11549160;76.11549160;13.52122268;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
11.40000000;2972.09651163;0.00000000;13.64221068;0.00000000;1738077.47366307;77.47366307;13.64221068;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
11.50000000;2971.85174419;0.00000000;13.76322226;0.00000000;1738078.84393452;78.84393452;13.76322226;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
11.60000000;2971.60697674;0.00000000;13.88425744;0.00000000;1738080.22630831;80.22630831;13.88425744;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
11.70000000;2971.36220930;0.00000000;14.00531622;0.00000000;1738081.62078680;81.62078680;14.00531622;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
11.80000000;2971.11744186;0.00000000;14.12639860;0.00000000;1738083.02737234;83.02737234;14.12639860;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
11.90000000;2970.87267442;0.00000000;14.24750459;0.00000000;1738084.44606730;84.44606730;14.24750459;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
12.00000000;2970.62790698;0.00000000;14.36863420;0.00000000;1738085.87687404;85.87687404;14.36863420;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
12.10000000;2970.38313953;0.00000000;14.48978743;0.00000000;1738087.31979493;87.31979493;14.48978743;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
12.20000000;2970.13837209;0.00000000;14.61096429;0.00000000;1738088.77483232;88.77483232;14.61096429;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
12.30000000;2969.89360465;0.00000000;14.73216478;0.00000000;1738090.24198857;90.24198857;14.73216478;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
12.40000000;2969.64883721;0.00000000;14.85338892;0.00000000;1738091.72126606;91.72126606;14.85338892;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
12.50000000;2969.40406977;0.00000000;14.97463670;0.00000000;1738093.21266715;93.21266715;14.97463670;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
12.60000000;2969.15930233;0.00000000;15.09590814;0.00000000;1738094.71619419;94.71619419;15.09590814;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
12.70000000;2968.91453488;0.00000000;15.21720323;0.00000000;1738096.23184956;96.23184956;15.21720323;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
12.80000000;2968.66976744;0.00000000;15.33852199;0.00000000;1738097.75963563;97.75963563;15.33852199;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
12.90000000;2968.42500000;0.00000000;15.45986443;0.00000000;1738099.29955475;99.29955475;15.45986443;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
13.00000000;2968.18023256;0.00000000;15.58123054;0.00000000;1738100.85160930;100.85160930;15.58123054;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
13.10000000;2967.93546512;0.00000000;15.70262033;0.00000000;1738102.41580165;102.41580165;15.70262033;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
13.20000000;2967.69069767;0.00000000;15.82403382;0.00000000;1738103.99213416;103.99213416;15.82403382;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
13.30000000;2967.44593023;0.00000000;15.94547100;0.00000000;1738105.58060920;105.58060920;15.94547100;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
13.40000000;2967.20116279;0.00000000;16.06693188;0.00000000;1738107.18122915;107.18122915;16.06693188;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
13.50000000;2966.95639535;0.00000000;16.18841647;0.00000000;1738108.79399637;108.79399637;16.18841647;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
13.60000000;2966.71162791;0.00000000;16.30992478;0.00000000;1738110.41891323;110.41891323;16.30992478;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
13.70000000;2966.46686047;0.00000000;16.43145681;0.00000000;1738112.05598211;112.05598211;16.43145681;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
13.80000000;2966.22209302;0.00000000;16.55301256;0.00000000;1738113.70520538;113.70520538;16.55301256;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
13.90000000;2965.97732558;0.00000000;16.67459205;0.00000000;1738115.36658542;115.36658542;16.67459205;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
14.00000000;2965.73255814;0.00000000;16.79619527;0.00000000;1738117.04012458;117.04012458;16.79619527;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
14.00000000;2965.73255814;0.00000000;16.79619527;0.00000000;1738117.04012458;117.04012458;16.79619527;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
14.10000000;2965.48779070;0.00005345;16.91782224;0.00000178;1738118.72582526;118.72582526;16.91782224;89.97842656;89.99981897;89.99981897;-0.02139241;0.00000000
14.20000000;2965.24302326;0.00021382;17.03947292;0.00001425;1738120.42368982;120.42368982;17.03947292;89.95685312;89.99928101;89.99928101;-0.04242790;0.00000000
14.30000000;2964.99825581;0.00048113;17.16114727;0.00004811;1738122.13372063;122.13372063;17.16114727;89.93527967;89.99839366;89.99839366;-0.06311399;0.00000000
14.40000000;2964.75348837;0.00085539;17.28284526;0.00011405;1738123.85592006;123.85592006;17.28284528;89.91370623;89.99716424;89.99716424;-0.08345801;0.00000000
14.50000000;2964.50872093;0.00133661;17.40456687;0.00022275;1738125.59029047;125.59029047;17.40456692;89.89213279;89.99559988;89.99559987;-0.10346708;0.00000001
14.60000000;2964.26395349;0.00192483;17.52631205;0.00038493;1738127.33683422;127.33683422;17.52631215;89.87055935;89.99370749;89.99370748;-0.12314813;0.00000001
14.70000000;2964.01918605;0.00262005;17.64808077;0.00061129;1738129.09555367;129.09555367;17.64808096;89.84898591;89.99149383;89.99149381;-0.14250790;0.00000002
14.80000000;2963.77441860;0.00342230;17.76987299;0.00091251;1738130.86645116;130.86645116;17.76987332;89.82741246;89.98896544;89.98896541;-0.16155295;0.00000003
14.90000000;2963.52965116;0.00433158;17.89168869;0.00129931;1738132.64952905;132.64952905;17.89168921;89.80583902;89.98612872;89.98612868;-0.18028965;0.00000004
15.00000000;2963.28488372;0.00534793;18.01352783;0.00178240;1738134.44478968;134.44478968;18.01352862;89.78426558;89.98298987;89.98298981;-0.19872423;0.00000006
15.10000000;2963.04011628;0.00647135;18.13539036;0.00237247;1738136.25223539;136.25223539;18.13539152;89.76269214;89.97955493;89.97955485;-0.21686271;0.00000008
15.20000000;2962.79534884;0.00770186;18.25727627;0.00308024;1738138.07186853;138.07186853;18.25727790;89.74111870;89.97582980;89.97582970;-0.23471100;0.00000010
15.30000000;2962.55058140;0.00903948;18.37918552;0.00391641;1738139.90369143;139.90369143;18.37918774;89.71954526;89.97182021;89.97182008;-0.25227482;0.00000013
15.40000000;2962.30581395;0.01048423;18.50111806;0.00489170;1738141.74770641;141.74770641;18.50112103;89.69797181;89.96753174;89.96753157;-0.26955976;0.00000016
15.50000000;2962.06104651;0.01203613;18.62307388;0.00601683;1738143.60391582;143.60391582;18.62307776;89.67639837;89.96296983;89.96296963;-0.28657126;0.00000020
15.60000000;2961.81627907;0.01369519;18.74505292;0.00730250;1738145.47232196;145.47232196;18.74505792;89.65482493;89.95813979;89.95813955;-0.30331462;0.00000024
15.70000000;2961.57151163;0.01546143;18.86705516;0.00875944;1738147.35292717;147.35292717;18.86706150;89.63325149;89.95304678;89.95304649;-0.31979500;0.00000029
15.80000000;2961.32674419;0.01733487;18.98908057;0.01039836;1738149.24573377;149.24573377;18.98908848;89.61167805;89.94769584;89.94769549;-0.33601745;0.00000034
15.90000000;2961.08197674;0.01931552;19.11112911;0.01222999;1738151.15074406;151.15074406;19.11113887;89.59010460;89.94209187;89.94209146;-0.35198686;0.00000040
16.00000000;2960.83720930;0.02140341;19.23320074;0.01426504;1738153.06796036;153.06796036;19.23321265;89.56853116;89.93623966;89.93623919;-0.36770802;0.00000047
16.10000000;2960.59244186;0.02359855;19.35529543;0.01651424;1738154.99738497;154.99738497;19.35530982;89.54695772;89.93014388;89.93014333;-0.38318561;0.00000054
16.20000000;2960.34767442;0.02590095;19.47741315;0.01898832;1738156.93902021;156.93902021;19.47743038;89.52538428;89.92380907;89.92380845;-0.39842417;0.00000063
16.30000000;2960.10290698;0.02831064;19.59955387;0.02169801;1738158.89286837;158.89286837;19.59957431;89.50381084;89.91723969;89.91723897;-0.41342814;0.00000072
16.40000000;2959.85813953;0.03082764;19.72171754;0.02465403;1738160.85893175;160.85893175;19.72174163;89.48223739;89.91044006;89.91043924;-0.42820185;0.00000081
16.50000000;2959.61337209;0.03345195;19.84390414;0.02786711;1738162.83721264;162.83721264;19.84393233;89.46066395;89.90341440;89.90341348;-0.44274953;0.00000092
16.60000000;2959.36860465;0.03618360;19.96611362;0.03134800;1738164.82771334;164.82771334;19.96614641;89.43909051;89.89616685;89.89616581;-0.45707530;0.00000103
16.70000000;2959.12383721;0.03902260;20.08834596;0.03510741;1738166.83043613;166.83043613;20.08838386;89.41751707;89.88870142;89.88870026;-0.47118319;0.00000116
16.80000000;2958.87906977;0.04196898;20.21060112;0.03915610;1738168.84538329;168.84538329;20.21064470;89.39594363;89.88102205;89.88102076;-0.48507713;0.00000129
