t, с	m, кг	V_x, м/с	V_y, м/с	x, м	y, м	h, м	V, м/с	theta, град.	Theta, град.	Theta_с, град.	alpha, град.	phi, град.	0.00	3000.00	0.000	0.000	0.00	1738.00	0.00	0.000	90.000	NaN	NaN	NaN	0.000	
14.00	2959.02	0.000	24.594	0.00	1738.17	0.17	24.594	90.000	90.000	90.000	0.000	0.000	
14.00	2959.02	0.000	24.594	0.00	1738.17	0.17	24.594	90.000	90.000	90.000	0.000	0.000	
50.00	2853.63	9.830	90.460	0.12	1740.23	2.23	90.993	81.005	83.802	83.798	-2.793	0.004	
100.10	2706.97	57.623	184.343	1.64	1747.12	9.12	193.139	68.487	72.695	72.642	-4.154	0.054	
150.10	2560.61	146.508	273.308	6.57	1758.60	20.61	310.100	55.995	62.020	61.806	-5.812	0.214	
200.10	2414.24	276.745	348.802	16.98	1774.23	36.31	445.254	43.502	52.119	51.571	-8.069	0.548	
250.10	2267.88	446.708	401.538	34.91	1793.10	55.44	600.650	31.009	43.067	41.952	-10.943	1.115	
300.10	2121.51	652.822	421.924	62.25	1813.84	76.91	777.301	18.516	34.841	32.875	-14.359	1.966	
350.00	1975.44	888.977	400.416	100.61	1834.55	99.31	974.994	6.049	27.387	24.248	-18.199	3.139	
400.00	1829.07	1148.421	327.540	151.47	1852.98	121.16	1194.216	-6.444	20.592	15.919	-22.363	4.673	
448.31	1687.66	1411.529	199.963	213.27	1865.97	140.12	1425.622	-18.514	14.583	8.063	-26.577	6.520	
450.00	1687.66	1411.260	197.627	215.66	1866.30	140.72	1425.030	-41.529	14.563	7.972	-49.501	6.592	
500.00	1687.66	1402.120	129.430	286.00	1874.47	158.17	1408.081	-41.529	13.949	5.274	-46.803	8.675	
550.00	1687.66	1390.734	62.810	355.83	1879.27	174.66	1392.152	-41.529	13.308	2.586	-44.115	10.722	
600.00	1687.66	1377.225	-2.266	425.04	1880.78	190.21	1377.226	-41.529	12.640	-0.094	-41.435	12.734	
650.00	1687.66	1361.700	-65.830	493.52	1879.07	204.80	1363.290	-41.529	11.948	-2.768	-38.761	14.716	
700.00	1687.66	1344.257	-127.915	561.18	1874.22	218.43	1350.330	-41.529	11.233	-5.436	-36.094	16.669	
750.00	1687.66	1324.984	-188.552	627.92	1866.30	231.10	1338.333	-41.529	10.496	-8.099	-33.430	18.596	
800.00	1687.66	1303.958	-247.775	693.65	1855.39	242.81	1327.290	-41.529	9.740	-10.759	-30.770	20.499	
850.00	1687.66	1281.246	-305.611	758.29	1841.55	253.56	1317.190	-41.529	8.964	-13.416	-28.113	22.380	
900.00	1687.66	1256.910	-362.089	821.75	1824.85	263.34	1308.026	-41.529	8.172	-16.071	-25.459	24.242	
950.00	1687.66	1231.001	-417.236	883.95	1805.36	272.15	1299.788	-41.529	7.364	-18.724	-22.806	26.088	
1000.00	1687.66	1203.565	-471.075	944.82	1783.15	280.00	1292.471	-41.529	6.542	-21.375	-20.154	27.917	
1050.00	1687.66	1174.643	-523.630	1004.28	1758.28	286.88	1286.069	-41.529	5.708	-24.026	-17.503	29.734	
1100.00	1687.66	1144.266	-574.919	1062.26	1730.81	292.79	1280.577	-41.529	4.862	-26.677	-14.853	31.539	
1150.00	1687.66	1112.464	-624.960	1118.69	1700.81	297.73	1275.990	-41.529	4.008	-29.326	-12.203	33.334	
1200.00	1687.66	1079.259	-673.769	1173.48	1668.33	301.71	1272.306	-41.529	3.146	-31.976	-9.553	35.122	
1250.10	1687.66	1044.597	-721.450	1226.69	1633.38	304.72	1269.517	-41.529	2.276	-34.631	-6.898	36.907	
1300.10	1687.66	1008.632	-767.824	1278.03	1596.14	306.75	1267.632	-41.529	1.404	-37.280	-4.249	38.684	
1350.10	1687.66	971.304	-812.991	1327.53	1556.61	307.82	1266.644	-41.529	0.529	-39.930	-1.600	40.459	
1357.34	1687.66	965.785	-819.433	1334.55	1550.70	307.90	1266.575	-41.529	0.402	-40.313	-1.216	40.716	
1400.10	1562.49	1131.038	-1032.684	1379.33	1511.15	308.00	1531.562	-41.529	-0.009	-42.397	0.868	42.389	
1402.65	1555.03	1141.350	-1045.803	1382.22	1508.50	308.00	1548.026	-41.529	0.000	-42.499	0.969	42.499	
