t, с;m, кг;V_x, м/с;V_y, м/с;x, м;y, м;h, м;V, м/с;theta, град.;Theta, град.;Theta_с, град.;alpha, град.;phi, град.
6.70000000;2980.38691860;0.00000000;11.68846928;0.00000000;1738039.07346727;39.07346727;11.68846928;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
6.80000000;2980.09418605;0.00000000;11.86405250;0.00000000;1738040.25109308;40.25109308;11.86405250;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
6.90000000;2979.80145349;0.00000000;12.03966913;0.00000000;1738041.44627889;41.44627889;12.03966913;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
7.00000000;2979.50872093;0.00000000;12.21531918;0.00000000;1738042.65902802;42.65902802;12.21531918;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
7.10000000;2979.21598837;0.00000000;12.39100267;0.00000000;1738043.88934384;43.88934384;12.39100267;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
7.20000000;2978.92325581;0.00000000;12.56671960;0.00000000;1738045.13722967;45.13722967;12.56671960;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
7.30000000;2978.63052326;0.00000000;12.74246998;0.00000000;1738046.40268887;46.40268887;12.74246998;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
7.40000000;2978.33779070;0.00000000;12.91825383;0.00000000;1738047.68572478;47.68572478;12.91825383;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
7.50000000;2978.04505814;0.00000000;13.09407115;0.00000000;1738048.98634075;48.98634075;13.09407115;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
7.60000000;2977.75232558;0.00000000;13.26992195;0.00000000;1738050.30454013;50.30454013;13.26992195;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
7.70000000;2977.45959302;0.00000000;13.44580625;0.00000000;1738051.64032626;51.64032626;13.44580625;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
7.80000000;2977.16686047;0.00000000;13.62172405;0.00000000;1738052.99370250;52.99370250;13.62172405;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
7.90000000;2976.87412791;0.00000000;13.79767536;0.00000000;1738054.36467219;54.36467219;13.79767536;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
8.00000000;2976.58139535;0.00000000;13.97366019;0.00000000;1738055.75323869;55.75323869;13.97366019;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
8.10000000;2976.28866279;0.00000000;14.14967856;0.00000000;1738057.15940534;57.15940534;14.14967856;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
8.20000000;2975.99593023;0.00000000;14.32573046;0.00000000;1738058.58317552;58.58317552;14.32573046;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
8.30000000;2975.70319767;0.00000000;14.50181592;0.00000000;1738060.02455256;60.02455256;14.50181592;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
8.40000000;2975.41046512;0.00000000;14.67793494;0.00000000;1738061.48353982;61.48353982;14.67793494;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
8.50000000;2975.11773256;0.00000000;14.85408753;0.00000000;1738062.96014066;62.96014066;14.85408753;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
8.60000000;2974.82500000;0.00000000;15.03027370;0.00000000;1738064.45435844;64.45435844;15.03027370;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
8.70000000;2974.53226744;0.00000000;15.20649346;0.00000000;1738065.96619652;65.96619652;15.20649346;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
8.80000000;2974.23953488;0.00000000;15.38274683;0.00000000;1738067.49565826;67.49565826;15.38274683;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
8.90000000;2973.94680233;0.00000000;15.55903380;0.00000000;1738069.04274701;69.04274701;15.55903380;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
9.00000000;2973.65406977;0.00000000;15.73535440;0.00000000;1738070.60746614;70.60746614;15.73535440;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
9.10000000;2973.36133721;0.00000000;15.91170862;0.00000000;1738072.18981901;72.18981901;15.91170862;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
9.20000000;2973.06860465;0.00000000;16.08809649;0.00000000;1738073.78980898;73.78980898;16.08809649;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
9.30000000;2972.77587209;0.00000000;16.26451800;0.00000000;1738075.40743943;75.40743943;16.26451800;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
9.40000000;2972.48313953;0.00000000;16.44097318;0.00000000;1738077.04271371;77.04271371;16.44097318;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
9.50000000;2972.19040698;0.00000000;16.61746202;0.00000000;1738078.69563518;78.69563518;16.61746202;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
9.60000000;2971.89767442;0.00000000;16.79398454;0.00000000;1738080.36620723;80.36620723;16.79398454;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
9.70000000;2971.60494186;0.00000000;16.97054076;0.00000000;1738082.05443322;82.05443322;16.97054076;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
9.80000000;2971.31220930;0.00000000;17.14713067;0.00000000;1738083.76031651;83.76031651;17.14713067;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
9.90000000;2971.01947674;0.00000000;17.32375429;0.00000000;1738085.48386047;85.48386047;17.32375429;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
10.00000000;2970.72674419;0.00000000;17.50041164;0.00000000;1738087.22506849;87.22506849;17.50041164;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
10.10000000;2970.43401163;0.00000000;17.67710271;0.00000000;1738088.98394393;88.98394393;17.67710271;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
10.20000000;2970.14127907;0.00000000;17.85382752;0.00000000;1738090.76049016;90.76049016;17.85382752;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
10.30000000;2969.84854651;0.00000000;18.03058608;0.00000000;1738092.55471055;92.55471055;18.03058608;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
10.40000000;2969.55581395;0.00000000;18.20737839;0.00000000;1738094.36660850;94.36660850;18.20737839;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
10.50000000;2969.26308140;0.00000000;18.38420448;0.00000000;1738096.19618736;96.19618736;18.38420448;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
10.60000000;2968.97034884;0.00000000;18.56106434;0.00000000;1738098.04345052;98.04345052;18.56106434;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
10.70000000;2968.67761628;0.00000000;18.73795800;0.00000000;1738099.90840135;99.90840135;18.73795800;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
10.80000000;2968.38488372;0.00000000;18.91488545;0.00000000;1738101.79104324;101.79104324;18.91488545;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
10.90000000;2968.09215116;0.00000000;19.09184671;0.00000000;1738103.69137957;103.69137957;19.09184671;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
11.00000000;2967.79941860;0.00000000;19.26884178;0.00000000;1738105.60941371;105.60941371;19.26884178;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
11.10000000;2967.50668605;0.00000000;19.44587069;0.00000000;1738107.54514905;107.54514905;19.44587069;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
11.20000000;2967.21395349;0.00000000;19.62293343;0.00000000;1738109.49858898;109.49858898;19.62293343;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
11.30000000;2966.92122093;0.00000000;19.80003002;0.00000000;1738111.46973687;111.46973687;19.80003002;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
11.40000000;2966.62848837;0.00000000;19.97716047;0.00000000;1738113.45859611;113.45859611;19.97716047;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
11.50000000;2966.33575581;0.00000000;20.15432479;0.00000000;1738115.46517009;115.46517009;20.15432479;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
11.60000000;2966.04302326;0.00000000;20.33152298;0.00000000;1738117.48946220;117.48946220;20.33152298;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
11.70000000;2965.75029070;0.00000000;20.50875506;0.00000000;1738119.53147582;119.53147582;20.50875506;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
11.80000000;2965.45755814;0.00000000;20.68602104;0.00000000;1738121.59121434;121.59121434;20.68602104;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
11.90000000;2965.16482558;0.00000000;20.86332093;0.00000000;1738123.66868115;123.66868115;20.86332093;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
12.00000000;2964.87209302;0.00000000;21.04065473;0.00000000;1738125.76387965;125.76387965;21.04065473;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
12.10000000;2964.57936047;0.00000000;21.21802246;0.00000000;1738127.87681323;127.87681323;21.21802246;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
12.20000000;2964.28662791;0.00000000;21.39542413;0.00000000;1738130.00748528;130.00748528;21.39542413;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
12.30000000;2963.99389535;0.00000000;21.57285974;0.00000000;1738132.15589919;132.15589919;21.57285974;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
12.40000000;2963.70116279;0.00000000;21.75032931;0.00000000;1738134.32205836;134.32205836;21.75032931;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
12.50000000;2963.40843023;0.00000000;21.92783285;0.00000000;1738136.50596618;136.50596618;21.92783285;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
12.60000000;2963.11569767;0.00000000;22.10537037;0.00000000;1738138.70762606;138.70762606;22.10537037;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
12.70000000;2962.82296512;0.00000000;22.28294187;0.00000000;1738140.92704139;140.92704139;22.28294187;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
12.80000000;2962.53023256;0.00000000;22.46054737;0.00000000;1738143.16421557;143.16421557;22.46054737;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
12.90000000;2962.23750000;0.00000000;22.63818687;0.00000000;1738145.41915200;145.41915200;22.63818687;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
13.00000000;2961.94476744;0.00000000;22.81586039;0.00000000;1738147.69185408;147.69185408;22.81586039;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
13.10000000;2961.65203488;0.00000000;22.99356794;0.00000000;1738149.98232521;149.98232521;22.99356794;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
13.20000000;2961.35930233;0.00000000;23.17130953;0.00000000;1738152.29056880;152.29056880;23.17130953;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
13.30000000;2961.06656977;0.00000000;23.34908516;0.00000000;1738154.61658825;154.61658825;23.34908516;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
13.40000000;2960.77383721;0.00000000;23.52689485;0.00000000;1738156.96038697;156.96038697;23.52689485;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
13.50000000;2960.48110465;0.00000000;23.70473860;0.00000000;1738159.32196835;159.32196835;23.70473860;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
13.60000000;2960.18837209;0.00000000;23.88261643;0.00000000;1738161.70133582;161.70133582;23.88261643;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
13.70000000;2959.89563953;0.00000000;24.06052835;0.00000000;1738164.09849278;164.09849278;24.06052835;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
13.80000000;2959.60290698;0.00000000;24.23847437;0.00000000;1738166.51344263;166.51344263;24.23847437;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
13.90000000;2959.31017442;0.00000000;24.41645449;0.00000000;1738168.94618879;168.94618879;24.41645449;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
14.00000000;2959.01744186;0.00000000;24.59446872;0.00000000;1738171.39673466;171.39673466;24.59446872;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
14.00000000;2959.01744186;0.00000000;24.59446872;0.00000000;1738171.39673466;171.39673466;24.59446872;90.00000000;90.00000000;90.00000000;0.00000000;0.00000000
14.10000000;2958.72470930;0.00007421;24.77251708;0.00000247;1738173.86508367;173.86508367;24.77251708;89.97501445;89.99982837;89.99982837;-0.02481392;0.00000000
14.20000000;2958.43197674;0.00029685;24.95059950;0.00001979;1738176.35123921;176.35123921;24.95059950;89.95002890;89.99931833;89.99931833;-0.04928943;0.00000000
14.30000000;2958.13924419;0.00066795;25.12871594;0.00006679;1738178.85520470;178.85520470;25.12871595;89.92504335;89.99847701;89.99847700;-0.07343366;0.00000000
14.40000000;2957.84651163;0.00118755;25.30686634;0.00015833;1738181.37698353;181.37698353;25.30686637;89.90005779;89.99731134;89.99731133;-0.09725354;0.00000001
14.50000000;2957.55377907;0.00185567;25.48505065;0.00030925;1738183.91657910;183.91657910;25.48505072;89.87507224;89.99582807;89.99582806;-0.12075581;0.00000001
14.60000000;2957.26104651;0.00267234;25.66326882;0.00053442;1738186.47399479;186.47399479;25.66326895;89.85008669;89.99403375;89.99403373;-0.14394704;0.00000002
14.70000000;2956.96831395;0.00363760;25.84152078;0.00084867;1738189.04923399;189.04923399;25.84152103;89.82510114;89.99193475;89.99193473;-0.16683359;0.00000003
14.80000000;2956.67558140;0.00475146;26.01980648;0.00126689;1738191.64230007;191.64230007;26.01980691;89.80011559;89.98953730;89.98953726;-0.18942167;0.00000004
14.90000000;2956.38284884;0.00601396;26.19812587;0.00180392;1738194.25319641;194.25319641;26.19812656;89.77513004;89.98684742;89.98684736;-0.21171732;0.00000006
15.00000000;2956.09011628;0.00742513;26.37647889;0.00247464;1738196.88192637;196.88192637;26.37647994;89.75014448;89.98387099;89.98387091;-0.23372643;0.00000008
15.10000000;2955.79738372;0.00898500;26.55486550;0.00329390;1738199.52849331;199.52849331;26.55486702;89.72515893;89.98061374;89.98061363;-0.25545470;0.00000011
15.20000000;2955.50465116;0.01069359;26.73328562;0.00427659;1738202.19290058;202.19290058;26.73328776;89.70017338;89.97708124;89.97708109;-0.27690771;0.00000014
15.30000000;2955.21191860;0.01255094;26.91173922;0.00543758;1738204.87515155;204.87515155;26.91174214;89.67518783;89.97327891;89.97327873;-0.29809090;0.00000018
15.40000000;2954.91918605;0.01455708;27.09022622;0.00679174;1738207.57524954;207.57524954;27.09023013;89.65020228;89.96921204;89.96921181;-0.31900954;0.00000022
15.50000000;2954.62645349;0.01671202;27.26874659;0.00835396;1738210.29319790;210.29319790;27.26875171;89.62521673;89.96488578;89.96488550;-0.33966878;0.00000028
15.60000000;2954.33372093;0.01901582;27.44730026;0.01013911;1738213.02899997;213.02899997;27.44730684;89.60023117;89.96030514;89.96030481;-0.36007363;0.00000033
15.70000000;2954.04098837;0.02146848;27.62588717;0.01216208;1738215.78265906;215.78265906;27.62589552;89.57524562;89.95547502;89.95547462;-0.38022900;0.00000040
15.80000000;2953.74825581;0.02407004;27.80450729;0.01443777;1738218.55417851;218.55417851;27.80451770;89.55026007;89.95040019;89.95039971;-0.40013964;0.00000048
15.90000000;2953.45552326;0.02682054;27.98316054;0.01698106;1738221.34356163;221.34356163;27.98317339;89.52527452;89.94508528;89.94508472;-0.41981020;0.00000056
16.00000000;2953.16279070;0.02971999;28.16184687;0.01980684;1738224.15081172;224.15081172;28.16186255;89.50028897;89.93953482;89.93953417;-0.43924520;0.00000065
16.10000000;2952.87005814;0.03276843;28.34056623;0.02293002;1738226.97593210;226.97593210;28.34058517;89.47530342;89.93375324;89.93375248;-0.45844907;0.00000076
16.20000000;2952.57732558;0.03596589;28.51931856;0.02636549;1738229.81892606;229.81892607;28.51934124;89.45031787;89.92774484;89.92774397;-0.47742610;0.00000087
16.30000000;2952.28459302;0.03931240;28.69810382;0.03012817;1738232.67979691;232.67979691;28.69813074;89.42533231;89.92151382;89.92151283;-0.49618051;0.00000099
16.40000000;2951.99186047;0.04280798;28.87692193;0.03423294;1738235.55854792;235.55854792;28.87695366;89.40034676;89.91506429;89.91506316;-0.51471640;0.00000113
16.50000000;2951.69912791;0.04645266;29.05577286;0.03869473;1738238.45518239;238.45518239;29.05580999;89.37536121;89.90840024;89.90839896;-0.53303775;0.00000128
16.60000000;2951.40639535;0.05024647;29.23465653;0.04352845;1738241.36970359;241.36970359;29.23469971;89.35037566;89.90152557;89.90152414;-0.55114848;0.00000143
16.70000000;2951.11366279;0.05418945;29.41357291;0.04874900;1738244.30211479;244.30211479;29.41362282;89.32539011;89.89444411;89.89444250;-0.56905239;0.00000161
16.80000000;2950.82093023;0.05828162;29.59252192;0.05437131;1738247.25241926;247.25241926;29.59257932;89.30040456;89.88715956;89.88715776;-0.58675321;0.00000179
