t, с	m, кг	V_x, м/с	V_y, м/с	x, м	y, м	h, м	V, м/с	theta, град.	Theta, град.	Theta_с, град.	alpha, град.	phi, град.	0.00	3000.00	0.000	0.000	0.00	1738.00	0.00	0.000	90.000	NaN	NaN	NaN	0.000	
14.00	2965.73	0.000	16.796	0.00	1738.12	0.12	16.796	90.000	90.000	90.000	0.000	0.000	
14.00	2965.73	0.000	16.796	0.00	1738.12	0.12	16.796	90.000	90.000	90.000	0.000	0.000	
50.00	2877.62	6.870	61.862	0.08	1739.53	1.53	62.242	82.438	83.665	83.663	-1.224	0.003	
100.10	2754.99	40.149	126.724	1.14	1744.25	6.25	132.932	71.915	72.458	72.421	-0.506	0.038	
150.10	2632.60	101.962	189.768	4.57	1752.18	14.18	215.425	61.413	61.901	61.751	-0.338	0.150	
200.10	2510.22	192.768	246.154	11.82	1763.11	25.15	312.652	50.910	52.319	51.935	-1.025	0.384	
250.10	2387.84	312.091	290.592	24.33	1776.59	38.76	426.432	40.408	43.742	42.957	-2.549	0.785	
300.10	2265.45	458.506	317.567	43.48	1791.88	54.41	557.742	29.905	36.097	34.707	-4.801	1.390	
350.00	2143.31	629.231	321.459	70.53	1807.93	71.31	706.589	19.424	29.295	27.061	-7.637	2.234	
400.00	2020.93	821.521	296.647	106.72	1823.52	88.64	873.440	8.922	23.204	19.854	-10.933	3.349	
450.00	1898.55	1030.576	237.564	152.96	1837.03	105.38	1057.603	-1.581	17.741	12.981	-14.561	4.760	
500.00	1776.16	1250.847	138.905	209.96	1846.61	120.51	1258.536	-12.083	12.823	6.337	-18.420	6.487	
531.02	1700.24	1390.258	55.615	250.92	1849.68	128.62	1391.370	-18.598	10.016	2.291	-20.889	7.725	
550.00	1700.24	1386.493	29.235	277.27	1850.48	133.14	1386.801	-31.594	9.730	1.208	-32.802	8.522	
600.00	1700.24	1374.933	-39.391	346.32	1850.22	144.35	1375.497	-31.594	8.961	-1.641	-29.953	10.602	
650.00	1700.24	1361.062	-106.783	414.73	1846.56	154.56	1365.245	-31.594	8.172	-4.486	-27.108	12.658	
700.00	1700.24	1344.960	-172.955	482.39	1839.56	163.76	1356.035	-31.594	7.366	-7.328	-24.266	14.694	
750.00	1700.24	1326.697	-237.920	549.19	1829.29	171.95	1347.861	-31.594	6.544	-10.167	-21.427	16.711	
800.00	1700.24	1306.332	-301.689	615.02	1815.79	179.12	1340.716	-31.594	5.708	-13.004	-18.590	18.712	
850.00	1700.24	1283.917	-364.274	679.79	1799.14	185.28	1334.593	-31.594	4.859	-15.840	-15.754	20.699	
900.00	1700.24	1259.495	-425.685	743.38	1779.38	190.42	1329.487	-31.594	4.000	-18.674	-12.920	22.674	
950.00	1700.24	1233.104	-485.930	805.70	1756.59	194.55	1325.395	-31.594	3.132	-21.508	-10.086	24.640	
1000.00	1700.24	1204.772	-545.013	866.66	1730.81	197.67	1322.314	-31.594	2.257	-24.341	-7.253	26.598	
1050.00	1700.24	1174.521	-602.940	926.15	1702.11	199.76	1320.241	-31.594	1.378	-27.174	-4.421	28.551	
1100.00	1700.24	1142.368	-659.709	984.08	1670.54	200.84	1319.174	-31.594	0.495	-30.006	-1.588	30.501	
1101.37	1700.24	1141.463	-661.243	985.64	1669.63	200.86	1319.159	-31.594	0.471	-30.083	-1.511	30.555	
1150.00	1581.20	1320.956	-846.101	1045.46	1633.01	201.00	1568.697	-31.594	-0.013	-32.640	1.046	32.628	
1154.02	1571.36	1336.411	-861.759	1050.80	1629.58	201.00	1590.164	-31.594	0.000	-32.815	1.221	32.815	
